"Id","Feature1","Feature2","Feature3","Feature4","Length","YearConstruction","YearLastFailureObserved"
4413,"P","U",0.688221601133578,"D",7.74,1997,NA
4414,"T","IAB",-0.43435618499373,"C",2.9967,2001,NA
4415,"T","IAB",-0.43435618499373,"C",1.2982,2005,NA
4416,"T","IAB",-0.43435618499373,"C",9.3072,2001,NA
4417,"T","IAB",-0.43435618499373,"C",1.6491,2005,NA
4418,"T","IAB",-0.43435618499373,"C",11.0412,2001,NA
4419,"T","IAB",-0.43435618499373,"C",7.4748,2001,NA
4420,"T","IAB",-0.43435618499373,"C",9.6486,2001,NA
4421,"T","IAB",-0.43435618499373,"C",8.8926,2001,NA
4422,"T","IAB",-0.43435618499373,"C",1.3492,2001,NA
4423,"T","IAB",-0.43435618499373,"C",3.3974,2001,NA
4424,"T","IAB",-0.322098406380999,"C",7.6876,2001,NA
4425,"T","IAB",-0.322098406380999,"C",0.8502,2001,NA
4426,"T","U",0.126932708069924,"D",1.3409,1971,NA
4427,"P","U",1.06241419650935,"D",63.4838,1997,NA
4428,"T","IAB",-0.43435618499373,"C",0.8497,2002,NA
4429,"P","U",-0.43435618499373,"C",12.4017,1994,NA
4430,"P","U",-0.0601635896179607,"D",15.2408,1994,NA
4431,"T","U",-0.0601635896179607,"C",128.9211,1983,NA
4432,"P","U",-0.0601635896179607,"D",3.0036,1994,NA
4433,"P","U",-0.43435618499373,"C",11.3987,1994,NA
4434,"P","U",-0.43435618499373,"C",27.9863,1994,2002
4435,"P","U",-0.322098406380999,"C",21.6118,1994,NA
4436,"T","IAB",-0.43435618499373,"C",9.694,2004,NA
4437,"T","IAB",-0.43435618499373,"C",10.7933,2004,NA
4438,"T","IAB",-0.43435618499373,"C",0.8031,2002,NA
4439,"T","IAB",-0.43435618499373,"C",0.7998,2002,NA
4440,"P","U",-0.0601635896179607,"D",8.815,1994,NA
4441,"T","IAB",-0.43435618499373,"C",1.2996,2002,NA
4442,"T","IAB",-0.43435618499373,"C",1.3489,2001,NA
4443,"T","IAB",-0.43435618499373,"C",10.7425,2001,NA
4444,"T","IAB",-0.322098406380999,"C",1.8482,2001,NA
4445,"T","IAB",-0.43435618499373,"C",7.4313,2001,NA
4446,"T","IAB",-0.43435618499373,"C",1.9984,2003,NA
4447,"T","IAB",-0.43435618499373,"C",1.2494,2004,NA
4448,"T","IAB",-0.43435618499373,"C",5.2947,2004,NA
4449,"T","IAB",-0.322098406380999,"C",1.5785,2004,NA
4450,"P","U",1.06241419650935,"D",7.3402,1997,NA
4451,"P","U",-0.322098406380999,"D",8.1371,1994,NA
4452,"P","U",0.126932708069924,"D",3.2315,1994,NA
4453,"P","U",-0.0601635896179607,"D",1.2071,1994,NA
4454,"P","U",-0.209840627768268,"D",5.1308,1994,NA
4455,"P","U",-0.0601635896179607,"D",10.3192,1997,NA
4456,"P","U",-0.322098406380999,"D",98.9066,1997,NA
4457,"P","U",-0.322098406380999,"D",24.8977,1997,NA
4458,"P","U",-0.322098406380999,"D",21.7084,1997,NA
4459,"T","U",-0.0601635896179607,"D",1.8663,2003,NA
4460,"P","U",-0.43435618499373,"C",23.8573,1994,NA
4461,"P","U",-0.0601635896179607,"D",23.1288,1994,NA
4462,"P","U",-0.322098406380999,"C",28.6026,2000,NA
4463,"P","U",0.688221601133578,"D",2.374,2000,NA
4464,"P","U",0.688221601133578,"D",48.3616,2000,NA
4465,"P","U",-0.322098406380999,"C",77.4088,2000,NA
4466,"P","U",0.688221601133578,"D",25.0432,2000,NA
4467,"P","U",-0.509194704068884,"C",16.4308,2001,NA
4468,"P","U",-0.322098406380999,"D",15.7354,2001,NA
4469,"P","U",0.314029005757808,"D",37.3692,2000,NA
4470,"P","U",-0.43435618499373,"C",19.9733,2001,NA
4471,"P","U",0.314029005757808,"D",32.7282,2000,NA
4472,"P","U",-0.509194704068884,"C",8.5867,2001,NA
4473,"P","U",0.314029005757808,"D",39.7223,2000,NA
4474,"P","U",-0.43435618499373,"C",45.6183,2001,NA
4475,"P","U",0.314029005757808,"D",10.6042,2000,NA
4476,"P","U",-0.43435618499373,"C",40.8981,2001,NA
4477,"P","U",0.314029005757808,"D",46.0759,2000,NA
4478,"P","U",-0.509194704068884,"C",11.1859,2001,NA
4479,"P","U",0.314029005757808,"D",36.8605,2000,NA
4480,"P","U",-0.569065519329007,"C",20.7011,2001,NA
4481,"P","U",0.314029005757808,"D",22.7695,2000,NA
4482,"P","U",0.314029005757808,"D",24.3256,2000,NA
4483,"T","IAB",-0.209840627768268,"C",100.7633,1976,NA
4484,"P","U",0.688221601133578,"D",47.8071,2000,NA
4485,"P","U",0.688221601133578,"D",32.4512,2000,NA
4486,"T","IAB",-0.509194704068884,"C",2.1292,1963,NA
4487,"T","IAB",-0.43435618499373,"C",0.79,1960,NA
4488,"T","IAB",-0.43435618499373,"C",1.299,1960,NA
4489,"T","U",0.688221601133578,"D",178.076,1976,NA
4490,"T","U",-0.43435618499373,"C",3.4081,1963,NA
4491,"T","U",0.688221601133578,"D",44.8662,1976,NA
4492,"T","U",0.314029005757808,"D",42.1764,1974,NA
4493,"T","U",-0.509194704068884,"C",52.8118,1974,NA
4494,"T","U",1.81079938726088,"M",151.274,1961,NA
4495,"P","U",0.126932708069924,"D",31.8655,1999,NA
4496,"T","U",1.43660679188512,"D",187.2276,1961,NA
4497,"T","IAB",-0.43435618499373,"C",10.7685,1995,NA
4498,"P","U",-0.0601635896179607,"D",13.9764,1998,NA
4499,"P","U",-0.0601635896179607,"D",13.2793,1998,NA
4500,"P","U",-0.0601635896179607,"D",12.4872,1998,NA
4501,"T","IAB",-0.509194704068884,"C",14.314,1998,NA
4502,"T","U",-0.43435618499373,"C",92.3893,1969,NA
4503,"T","U",-0.43435618499373,"D",41.796,1969,NA
4504,"P","U",0.126932708069924,"D",35.2145,1999,NA
4505,"T","IAB",-0.0601635896179607,"C",1.2608,1999,NA
4506,"T","IAB",-0.509194704068884,"C",5.671,1973,NA
4507,"T","IAB",0.126932708069924,"D",2.3482,1999,NA
4508,"T","U",-0.509194704068884,"C",79.7676,1973,2007
4509,"P","U",-0.509194704068884,"C",25.4984,1994,NA
4510,"P","U",-0.0601635896179607,"D",21.8182,1994,NA
4511,"P","U",-0.569065519329007,"C",2.5165,1994,NA
4512,"P","U",-0.0601635896179607,"D",24.9834,1994,NA
4513,"T","U",-0.569065519329007,"C",7.814,1970,NA
4514,"P","U",-0.322098406380999,"C",5.5184,1994,NA
4515,"P","U",-0.43435618499373,"C",12.6525,1994,NA
4516,"P","U",-0.322098406380999,"D",60.1404,1994,NA
4517,"P","U",-0.509194704068884,"C",40.3944,1996,NA
4518,"P","U",-0.43435618499373,"C",3.5173,1996,NA
4519,"P","U",-0.0601635896179607,"D",63.3303,1996,NA
4520,"P","U",-0.209840627768268,"D",51.3121,1996,NA
4521,"P","U",-0.43435618499373,"C",19.2183,1996,NA
4522,"P","U",-0.322098406380999,"D",24.2274,1996,NA
4523,"P","U",-0.209840627768268,"D",1.4596,1996,NA
4524,"P","U",-0.322098406380999,"D",14.9286,1996,NA
4525,"P","U",-0.322098406380999,"D",37.3554,1996,NA
4526,"P","U",-0.209840627768268,"D",24.6903,1996,NA
4527,"P","U",-0.209840627768268,"D",5.9943,1996,NA
4528,"P","U",0.314029005757808,"D",2.9912,1996,NA
4529,"P","U",0.314029005757808,"D",41.622,1994,NA
4530,"P","U",-0.569065519329007,"C",31.6041,1994,NA
4531,"P","U",0.314029005757808,"D",36.7545,1994,NA
4532,"P","U",-0.509194704068884,"C",33.5887,1994,NA
4533,"P","U",0.126932708069924,"D",6.6886,1994,NA
4534,"T","U",-0.509194704068884,"C",1.9301,1990,NA
4535,"P","U",0.126932708069924,"D",21.2263,1994,NA
4536,"T","IAB",-0.509194704068884,"C",4.9464,1990,NA
4537,"P","U",-0.322098406380999,"C",8.082,1994,NA
4538,"P","U",0.126932708069924,"D",42.6246,1994,NA
4539,"P","U",-0.0601635896179607,"D",33.5355,1994,NA
4540,"P","U",0.688221601133578,"D",63.2988,1994,NA
4541,"P","U",0.688221601133578,"D",94.5844,1994,NA
4542,"P","U",0.688221601133578,"D",93.2228,1994,NA
4543,"P","U",0.688221601133578,"D",71.4849,1994,NA
4544,"T","U",-0.0601635896179607,"C",19.5391,1973,NA
4545,"P","U",2.18499198263665,"M",17.4123,1997,NA
4546,"P","U",-0.322098406380999,"C",20.0626,1997,NA
4547,"P","U",2.18499198263665,"M",29.1383,1997,NA
4548,"P","U",2.18499198263665,"M",16.469,1997,NA
4549,"P","U",2.18499198263665,"M",25.8885,1997,NA
4550,"P","U",2.18499198263665,"M",25.1962,1997,NA
4551,"P","U",2.18499198263665,"M",21.3621,1997,NA
4552,"P","U",2.18499198263665,"M",32.7856,1997,NA
4553,"P","U",0.126932708069924,"D",12.3296,1997,NA
4554,"P","U",2.18499198263665,"M",3.1334,1997,NA
4555,"T","IAB",-0.0601635896179607,"C",35.3468,1987,NA
4556,"P","U",-0.322098406380999,"C",6.0861,1997,NA
4557,"P","U",2.18499198263665,"M",7.7907,1997,NA
4558,"P","U",2.18499198263665,"M",36.3863,1997,NA
4559,"P","U",2.18499198263665,"M",4.1904,1997,NA
4560,"P","U",2.18499198263665,"M",1.9989,1997,NA
4561,"T","U",0.126932708069924,"C",34.8997,1985,NA
4562,"T","IAB",-0.322098406380999,"C",2.1669,1998,NA
4563,"P","U",-0.509194704068884,"C",27.4566,2001,NA
4564,"T","IAB",-0.509194704068884,"C",2.5319,2001,NA
4565,"P","U",-0.322098406380999,"C",47.019,1998,NA
4566,"T","U",0.126932708069924,"D",33.606,1990,NA
4567,"T","U",0.688221601133578,"D",4.4541,1962,NA
4568,"T","U",2.18499198263665,"M",91.8438,1962,NA
4569,"T","U",-0.43435618499373,"C",7.1779,1968,NA
4570,"P","U",-0.322098406380999,"C",33.8978,2000,NA
4571,"P","U",-0.209840627768268,"D",46.9652,2000,NA
4572,"P","U",-0.322098406380999,"C",7.8406,2000,NA
4573,"P","U",-0.209840627768268,"D",19.7501,2000,NA
4574,"T","IAB",-0.509194704068884,"C",1.2993,2003,NA
4575,"T","IAB",-0.322098406380999,"C",1.948,2004,NA
4576,"T","U",-0.509194704068884,"D",25.4466,1991,NA
4577,"T","IAB",-0.322098406380999,"C",0.9992,2004,NA
4578,"P","U",0.688221601133578,"D",33.5487,2000,NA
4579,"T","IAB",-0.43435618499373,"C",8.3751,2004,NA
4580,"P","U",0.688221601133578,"D",2.374,2000,NA
4581,"T","IAB",-0.43435618499373,"C",8.3823,2004,NA
4582,"T","IAB",-0.322098406380999,"C",1.5088,2001,NA
4583,"T","IAB",-0.43435618499373,"C",3.1971,2001,NA
4584,"T","IAB",-0.43435618499373,"C",2.497,2001,NA
4585,"T","IAB",-0.43435618499373,"C",1.5484,2001,NA
4586,"T","IAB",-0.43435618499373,"C",1.399,2001,NA
4587,"T","IAB",-0.322098406380999,"C",0.5483,2004,NA
4588,"P","U",0.688221601133578,"D",30.3332,2000,NA
4589,"T","U",-0.0601635896179607,"D",45.1838,1990,NA
4590,"P","U",0.688221601133578,"D",25.3027,2000,NA
4591,"P","U",-0.43435618499373,"C",43.6129,2000,NA
4592,"P","U",0.688221601133578,"D",30.3698,2000,NA
4593,"P","U",-0.322098406380999,"C",48.8469,2000,NA
4594,"P","U",-0.322098406380999,"D",30.3662,1999,NA
4595,"P","U",-0.322098406380999,"C",31.251,1999,NA
4596,"P","U",-0.209840627768268,"D",28.33,1999,NA
4597,"P","U",-0.43435618499373,"C",33.0176,1999,NA
4598,"P","U",-0.43435618499373,"C",40.1895,1999,NA
4599,"T","U",0.314029005757808,"D",1.3997,2001,NA
4600,"T","IAB",-0.43435618499373,"C",1.8922,2001,NA
4601,"T","IAB",-0.509194704068884,"C",3.0973,2001,NA
4602,"T","IAB",-0.43435618499373,"C",2.398,2001,NA
4603,"T","IAB",-0.43435618499373,"C",3.3969,2001,NA
4604,"T","IAB",-0.43435618499373,"C",2.0985,2003,NA
4605,"T","IAB",-0.43435618499373,"C",1.9983,2003,NA
4606,"T","IAB",-0.43435618499373,"C",1.819,2003,NA
4607,"T","U",-0.0601635896179607,"D",24.7445,1990,NA
4608,"T","IAB",-0.569065519329007,"C",1.9988,2003,NA
4609,"P","U",-0.209840627768268,"D",11.9704,1999,NA
4610,"P","U",-0.0601635896179607,"D",16.1623,1999,NA
4611,"P","U",-0.43435618499373,"D",6.7752,1999,NA
4612,"T","U",0.688221601133578,"D",1.1079,1966,NA
4613,"T","U",-0.0601635896179607,"D",1.7625,1990,NA
4614,"T","IAB",-0.43435618499373,"C",1.1402,2006,NA
4615,"T","IAB",-0.509194704068884,"C",1.1985,2003,NA
4616,"T","IAB",-0.509194704068884,"C",1.8988,2003,NA
4617,"T","IAB",-0.43435618499373,"C",0.9993,2003,NA
4618,"T","IAB",-0.43435618499373,"C",1.4985,2003,NA
4619,"T","IAB",-0.43435618499373,"C",0.9988,2003,NA
4620,"T","IAB",-0.43435618499373,"C",3.3967,2003,NA
4621,"T","IAB",-0.43435618499373,"C",5.6439,2003,NA
4622,"T","IAB",-0.509194704068884,"C",1.6983,2003,NA
4623,"P","U",-0.569065519329007,"C",10.3746,2005,NA
4624,"T","IAB",-0.509194704068884,"C",0.9995,2005,NA
4625,"T","IAB",-0.569065519329007,"C",1.1492,2005,NA
4626,"T","U",0.688221601133578,"D",2.0371,2003,NA
4627,"P","U",-0.0601635896179607,"D",13.9038,1999,NA
4628,"T","U",-0.0601635896179607,"D",2.0238,2003,NA
4629,"P","U",0.688221601133578,"D",12.4649,2000,NA
4630,"T","IAB",-0.209840627768268,"C",1.4329,1976,NA
4631,"T","IAB",-0.209840627768268,"C",5.7927,1997,NA
4632,"T","IAB",-0.322098406380999,"C",6.6672,1997,NA
4633,"T","IAB",-0.569065519329007,"C",1.998,2001,NA
4634,"P","U",-0.509194704068884,"D",38.0402,2001,NA
4635,"T","U",0.688221601133578,"D",4.6918,1983,NA
4636,"P","U",0.688221601133578,"D",68.3245,2001,NA
4637,"P","U",-0.43435618499373,"C",13.6806,2001,NA
4638,"P","U",0.688221601133578,"D",70.2945,2001,NA
4639,"T","U",1.06241419650935,"D",16.5944,1990,NA
4640,"T","IAB",-0.43435618499373,"C",2.1981,2001,NA
4641,"T","IAB",-0.509194704068884,"C",9.1529,1989,NA
4642,"T","IAB",-0.43435618499373,"C",6.4677,1960,NA
4643,"T","U",-0.43435618499373,"C",28.1959,1960,NA
4644,"T","IAB",-0.43435618499373,"C",3.7247,1960,NA
4645,"P","U",-0.209840627768268,"C",4.0157,2003,NA
4646,"P","U",-0.43435618499373,"D",13.9805,2001,NA
4647,"P","U",0.688221601133578,"D",46.0176,2001,NA
4648,"T","IAB",-0.43435618499373,"C",1.9228,2001,NA
4649,"P","U",-0.43435618499373,"C",32.6277,2001,NA
4650,"P","U",-0.209840627768268,"C",0.9814,2003,NA
4651,"P","U",-0.43435618499373,"C",58.2668,1995,NA
4652,"T","IAB",-0.43435618499373,"C",3.3971,2001,NA
4653,"T","IAB",-0.43435618499373,"C",0.899,2001,NA
4654,"P","U",0.126932708069924,"D",41.6512,2001,NA
4655,"P","U",0.126932708069924,"D",68.0093,2001,NA
4656,"P","U",-0.43435618499373,"C",33.5068,2001,NA
4657,"T","IAB",-0.43435618499373,"C",1.1484,2001,NA
4658,"P","U",-0.0601635896179607,"D",39.1469,2001,NA
4659,"T","IAB",-0.322098406380999,"C",1.949,2001,NA
4660,"P","U",-0.322098406380999,"C",23.8881,2001,NA
4661,"T","IAB",-0.322098406380999,"C",1.5994,2001,NA
4662,"P","U",-0.569065519329007,"C",41.9209,2001,NA
4663,"T","U",2.18499198263665,"M",3.6135,2003,NA
4664,"T","IAB",-0.569065519329007,"C",0.9983,2001,NA
4665,"P","U",-0.322098406380999,"C",35.6241,2001,NA
4666,"P","U",-0.209840627768268,"D",25.8866,2001,NA
4667,"T","IAB",-0.322098406380999,"C",1.8978,2001,NA
4668,"P","U",2.18499198263665,"M",1.8961,1997,NA
4669,"P","U",2.18499198263665,"M",34.6684,1997,NA
4670,"P","U",0.688221601133578,"D",86.4963,2001,NA
4671,"P","U",2.18499198263665,"M",14.0684,1997,NA
4672,"P","U",2.18499198263665,"M",34.1364,1997,NA
4673,"P","U",2.18499198263665,"M",36.4746,1997,NA
4674,"P","U",2.18499198263665,"M",28.4777,1997,NA
4675,"P","U",0.688221601133578,"D",16.1899,2001,NA
4676,"P","U",-0.43435618499373,"C",11.0387,2001,NA
4677,"P","U",-0.0601635896179607,"D",5.1544,2001,NA
4678,"P","U",2.18499198263665,"M",1.1177,1997,NA
4679,"T","IAB",-0.43435618499373,"C",1.0486,2001,NA
4680,"P","U",0.126932708069924,"D",22.8465,2001,NA
4681,"P","U",0.126932708069924,"C",15.2707,1997,NA
4682,"T","IAB",-0.43435618499373,"C",1.849,2001,NA
4683,"P","U",0.688221601133578,"D",3.051,2001,NA
4684,"P","U",2.18499198263665,"M",46.4255,1997,NA
4685,"P","U",2.18499198263665,"M",50.8518,1997,NA
4686,"P","U",0.688221601133578,"D",23.6605,2001,NA
4687,"P","U",-0.43435618499373,"C",9.0074,2001,NA
4688,"P","U",0.314029005757808,"D",56.8024,2001,NA
4689,"P","U",0.314029005757808,"D",65.3309,2001,NA
4690,"P","U",0.314029005757808,"D",55.8597,2001,NA
4691,"T","U",-0.209840627768268,"D",74.0456,1990,NA
4692,"T","U",-0.509194704068884,"C",17.4983,1991,NA
4693,"T","U",-0.209840627768268,"D",53.4217,1990,NA
4694,"P","U",-0.43435618499373,"C",38.1019,2001,NA
4695,"P","U",0.688221601133578,"D",161.1026,2001,NA
4696,"T","U",-0.43435618499373,"C",10.0877,1978,NA
4697,"T","U",-0.509194704068884,"C",9.556,1991,NA
4698,"T","U",2.93337717338819,"M",1.0755,1978,NA
4699,"T","U",-0.322098406380999,"D",20.2299,1990,NA
4700,"T","IAB",-0.569065519329007,"C",4.2085,1981,NA
4701,"T","IAB",-0.509194704068884,"C",5.2897,1981,NA
4702,"T","IAB",-0.509194704068884,"C",3.2325,1991,NA
4703,"T","IAB",-0.569065519329007,"C",2.3949,1981,NA
4704,"P","U",-0.43435618499373,"C",34.9875,2001,NA
4705,"P","U",-0.43435618499373,"C",6.8462,2001,NA
4706,"T","IAB",-0.569065519329007,"C",0.9496,2001,NA
4707,"T","IAB",-0.43435618499373,"C",4.9959,2001,NA
4708,"P","U",0.314029005757808,"D",39.0119,2001,NA
4709,"P","U",0.314029005757808,"D",6.7147,2001,NA
4710,"P","U",0.314029005757808,"D",64.0658,2001,2006
4711,"T","IAB",-0.569065519329007,"C",2.1479,2001,NA
4712,"P","U",-0.322098406380999,"D",44.6516,2001,NA
4713,"T","IAB",-0.322098406380999,"C",5.9248,1990,NA
4714,"T","IAB",-0.322098406380999,"D",2.722,2001,NA
4715,"P","U",-0.322098406380999,"D",33.6514,2001,NA
4716,"T","IAB",-0.43435618499373,"C",8.2815,2001,NA
4717,"P","U",-0.43435618499373,"C",28.8944,2001,NA
4718,"T","IAB",-0.43435618499373,"C",4.1472,2001,NA
4719,"T","IAB",-0.43435618499373,"C",1.3754,2001,NA
4720,"T","IAB",-0.322098406380999,"C",1.3144,2001,NA
4721,"T","IAB",-0.43435618499373,"C",0.9989,2001,NA
4722,"T","IAB",-0.322098406380999,"D",6.8947,2001,NA
4723,"P","U",-0.509194704068884,"C",52.4687,2001,NA
4724,"T","IAB",-0.509194704068884,"C",1.4491,2001,NA
4725,"P","U",-0.569065519329007,"C",72.1432,2001,NA
4726,"P","U",-0.569065519329007,"C",26.0367,2001,NA
4727,"P","U",-0.322098406380999,"D",71.3939,2001,NA
4728,"T","U",-0.209840627768268,"D",1.4995,2001,NA
4729,"P","U",-0.322098406380999,"D",47.3489,2001,NA
4730,"T","O",2.93337717338819,"M",56.7071,1980,NA
4731,"T","O",1.06241419650935,"D",551.472,1980,NA
4732,"P","U",-0.43435618499373,"C",10.1721,2001,NA
4733,"T","IAB",-0.509194704068884,"C",4.2572,1991,NA
4734,"T","U",0.688221601133578,"D",25.3147,1992,NA
4735,"T","U",-0.322098406380999,"D",12.1911,1992,NA
4736,"T","U",-0.43435618499373,"D",50.553,1992,NA
4737,"P","U",-0.322098406380999,"C",0.946,2001,NA
4738,"T","U",0.688221601133578,"D",146.6425,1992,2012
4739,"P","U",-0.569065519329007,"C",42.2789,2001,NA
4740,"P","U",0.688221601133578,"D",43.7505,2001,NA
4741,"T","IAB",-0.322098406380999,"C",7.8828,1992,NA
4742,"P","U",-0.43435618499373,"C",5.965,2001,NA
4743,"P","U",-0.509194704068884,"C",29.7596,2001,NA
4744,"P","U",-0.43435618499373,"D",13.0242,2001,NA
4745,"P","U",-0.509194704068884,"D",57.4414,2001,NA
4746,"P","U",-0.209840627768268,"D",23.4902,2001,NA
4747,"P","U",-0.509194704068884,"C",16.7949,2001,NA
4748,"P","U",-0.43435618499373,"C",7.772,2001,NA
4749,"P","U",-0.322098406380999,"D",81.2553,2001,NA
4750,"P","U",-0.0601635896179607,"D",48.526,2001,NA
4751,"T","U",-0.322098406380999,"C",35.8617,1991,NA
4752,"P","U",-0.0601635896179607,"D",21.6659,2001,NA
4753,"T","U",-0.209840627768268,"D",41.4783,1990,NA
4754,"P","U",-0.509194704068884,"C",92.2532,2001,NA
4755,"P","U",0.314029005757808,"D",57.9335,2001,NA
4756,"T","U",-0.509194704068884,"C",4.377,1991,NA
4757,"P","U",0.126932708069924,"D",3.4769,2001,NA
4758,"T","IAB",-0.43435618499373,"D",1.1635,1990,NA
4759,"P","U",-0.43435618499373,"C",5.9532,2001,NA
4760,"T","IAB",-0.322098406380999,"D",1.6192,1991,NA
4761,"P","U",0.126932708069924,"D",2.5291,2001,NA
4762,"T","IAB",-0.322098406380999,"C",3.208,1991,NA
4763,"P","U",-0.43435618499373,"C",29.0309,2001,NA
4764,"P","U",0.126932708069924,"D",26.5489,2001,NA
4765,"P","U",-0.322098406380999,"D",29.0865,2001,NA
4766,"P","U",0.314029005757808,"D",55.1865,2001,NA
4767,"P","U",-0.43435618499373,"C",23.7612,2001,NA
4768,"P","U",-0.43435618499373,"C",25.1804,2001,NA
4769,"P","U",-0.209840627768268,"D",68.4783,2001,NA
4770,"P","U",0.126932708069924,"D",57.8397,2001,NA
4771,"P","U",-0.322098406380999,"C",23.054,2001,NA
4772,"P","U",-0.43435618499373,"C",15.4833,2001,NA
4773,"P","U",-0.43435618499373,"C",34.8908,2001,NA
4774,"P","U",-0.43435618499373,"C",3.8066,2001,NA
4775,"P","U",-0.209840627768268,"D",12.0644,2001,NA
4776,"P","U",-0.509194704068884,"C",58.8672,2001,NA
4777,"P","U",-0.322098406380999,"D",9.8488,2001,NA
4778,"P","U",-0.43435618499373,"C",16.3779,2001,NA
4779,"P","U",-0.322098406380999,"D",28.9462,2001,NA
4780,"P","U",0.314029005757808,"D",44.1247,1995,NA
4781,"T","IAB",0.314029005757808,"D",16.1222,1995,NA
4782,"P","U",2.18499198263665,"M",1.8126,1997,NA
4783,"P","U",0.314029005757808,"D",13.5493,1995,NA
4784,"P","U",-0.43435618499373,"C",8.9389,1995,NA
4785,"T","IAB",0.314029005757808,"C",0.8902,1995,NA
4786,"T","IAB",0.314029005757808,"D",9.0523,1995,NA
4787,"P","U",-0.322098406380999,"D",50.8154,2001,NA
4788,"T","U",0.688221601133578,"D",175.4563,1962,NA
4789,"T","IAB",-0.43435618499373,"C",6.8096,1991,NA
4790,"P","U",0.126932708069924,"C",0.9961,1997,NA
4791,"T","U",0.688221601133578,"D",0.5238,1962,NA
4792,"P","U",-0.43435618499373,"D",7.0563,2001,NA
4793,"P","U",0.126932708069924,"D",1.7798,1997,NA
4794,"P","U",-0.322098406380999,"C",5.3474,1997,NA
4795,"T","IAB",-0.322098406380999,"C",32.3479,1997,NA
4796,"P","U",-0.509194704068884,"D",37.9171,2001,NA
4797,"P","U",0.126932708069924,"C",36.7823,1997,NA
4798,"T","IAB",-0.0601635896179607,"C",6.338,1961,NA
4799,"P","U",0.314029005757808,"D",70.4422,2001,NA
4800,"P","U",-0.322098406380999,"C",9.2665,2001,NA
4801,"P","U",-0.209840627768268,"D",34.4492,2001,NA
4802,"P","U",-0.322098406380999,"C",9.2694,2001,NA
4803,"P","U",-0.209840627768268,"D",16.889,2001,NA
4804,"T","IAB",-0.322098406380999,"C",3.975,2001,NA
4805,"P","U",-0.0601635896179607,"D",35.9117,2001,NA
4806,"P","U",-0.0601635896179607,"D",40.648,2001,NA
4807,"P","U",-0.209840627768268,"C",29.1271,2001,NA
4808,"P","U",0.314029005757808,"D",39.2831,1999,NA
4809,"T","U",-0.209840627768268,"C",1.4717,1970,NA
4810,"P","U",-0.43435618499373,"C",12.341,2001,NA
4811,"P","U",-0.0601635896179607,"D",27.4936,2001,NA
4812,"T","IAB",0.314029005757808,"C",7.9932,1968,NA
4813,"T","IAB",-0.43435618499373,"C",2.8976,2001,NA
4814,"T","IAB",-0.43435618499373,"C",4.4967,2001,NA
4815,"P","U",-0.43435618499373,"C",12.2558,2001,NA
4816,"P","U",-0.509194704068884,"C",28.9206,2001,NA
4817,"P","U",-0.509194704068884,"C",10.3144,2001,NA
4818,"T","IAB",-0.43435618499373,"C",22.0605,1974,NA
4819,"T","U",-0.43435618499373,"C",50.804,1974,NA
4820,"T","IAB",-0.43435618499373,"C",26.0218,1974,NA
4821,"P","U",-0.509194704068884,"C",82.1425,2001,NA
4822,"T","IAB",-0.209840627768268,"D",9.7372,1974,NA
4823,"T","IAB",-0.509194704068884,"C",21.8732,1974,NA
4824,"T","IAB",-0.509194704068884,"C",25.3917,1974,NA
4825,"P","U",-0.509194704068884,"C",11.8227,2001,NA
4826,"P","U",-0.0601635896179607,"D",26.466,2001,NA
4827,"P","U",-0.509194704068884,"C",21.6333,2001,NA
4828,"P","U",-0.43435618499373,"C",3.73,2000,NA
4829,"P","U",0.314029005757808,"D",22.4113,2000,NA
4830,"P","U",-0.43435618499373,"D",68.8145,2001,NA
4831,"P","U",-0.43435618499373,"C",7.1864,2001,NA
4832,"P","U",-0.209840627768268,"D",2.7955,2001,NA
4833,"P","U",-0.43435618499373,"C",26.1187,2001,NA
4834,"P","U",0.314029005757808,"D",11.1311,2000,NA
4835,"P","U",-0.43435618499373,"C",66.32,2000,NA
4836,"T","U",0.688221601133578,"D",21.1381,1984,NA
4837,"P","U",0.126932708069924,"D",41.5932,2000,NA
4838,"P","U",0.126932708069924,"D",48.0199,1994,NA
4839,"P","U",0.126932708069924,"D",45.6703,2000,NA
4840,"P","U",-0.322098406380999,"D",50.4815,2000,NA
4841,"P","U",-0.43435618499373,"C",17.79,1994,NA
4842,"P","U",-0.0601635896179607,"D",11.2046,2000,NA
4843,"P","U",-0.322098406380999,"C",29.5175,2000,NA
4844,"P","U",-0.0601635896179607,"D",12.8279,1994,NA
4845,"P","U",-0.43435618499373,"D",18.0722,1994,NA
4846,"P","U",-0.209840627768268,"D",6.2106,1994,NA
4847,"P","U",-0.322098406380999,"C",50.4161,2000,NA
4848,"P","U",0.688221601133578,"D",78.2472,1997,NA
4849,"T","U",0.126932708069924,"D",3.5474,2004,NA
4850,"P","U",0.126932708069924,"D",25.7765,1997,NA
4851,"P","U",-0.43435618499373,"C",32.8114,2000,NA
4852,"P","U",0.126932708069924,"D",13.3848,1997,NA
4853,"P","U",-0.0601635896179607,"D",16.02,1997,NA
4854,"P","U",-0.0601635896179607,"D",20.0622,1997,NA
4855,"T","U",0.688221601133578,"D",33.4148,1984,NA
4856,"P","U",-0.0601635896179607,"D",11.1259,1997,NA
4857,"P","U",-0.0601635896179607,"D",35.2821,1997,NA
4858,"T","IAB",-0.43435618499373,"C",2.2981,2001,NA
